person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
25,32000,RENT,1.0,EDUCATION,D,5000,15.37,0.16,Y,3,1
23,50004,MORTGAGE,7.0,EDUCATION,A,2700,5.99,0.05,N,2,0
48,92000,RENT,6.0,DEBTCONSOLIDATION,B,16500,12.69,0.18,N,15,0
22,17004,RENT,5.0,DEBTCONSOLIDATION,A,3250,6.91,0.19,N,2,1
22,60000,RENT,2.0,EDUCATION,B,8000,10.0,0.13,N,4,0
23,69500,RENT,3.0,VENTURE,E,20000,17.74,0.29,Y,2,0
22,200000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.17,0.04,N,4,0
25,36000,RENT,6.0,PERSONAL,B,15000,,0.42,N,4,1
24,64000,MORTGAGE,7.0,DEBTCONSOLIDATION,F,4000,20.89,0.06,Y,2,1
28,30000,RENT,0.0,DEBTCONSOLIDATION,A,10000,9.32,0.33,N,7,1
25,35000,RENT,9.0,VENTURE,B,4800,11.14,0.14,N,2,0
28,57600,RENT,1.0,PERSONAL,B,3300,,0.06,N,8,0
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,0.32,Y,4,1
30,66000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11200,9.32,0.17,N,9,0
21,10000,OWN,2.0,HOMEIMPROVEMENT,A,4500,8.63,0.45,N,2,1
25,33000,MORTGAGE,6.0,VENTURE,A,8000,6.62,0.24,N,3,0
29,50000,MORTGAGE,0.0,PERSONAL,A,6300,6.62,0.13,N,10,0
24,34000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,7000,14.09,0.21,N,2,1
29,28140,RENT,0.0,MEDICAL,A,5000,7.29,0.18,N,9,0
24,44400,RENT,4.0,EDUCATION,F,15650,21.74,0.35,N,4,1
32,46000,RENT,0.0,HOMEIMPROVEMENT,D,3000,16.29,0.07,N,9,1
22,8000,RENT,0.0,VENTURE,A,5400,7.75,0.68,N,4,1
24,35004,RENT,9.0,PERSONAL,E,10400,,0.3,N,2,0
34,74000,RENT,3.0,EDUCATION,C,11200,11.66,0.15,N,10,1
28,59000,RENT,2.0,DEBTCONSOLIDATION,C,5000,15.23,0.08,N,6,1
24,55000,MORTGAGE,8.0,EDUCATION,B,9600,,0.17,N,3,0
22,79200,MORTGAGE,6.0,VENTURE,B,4750,10.25,0.06,N,3,0
29,69000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,25000,12.8,0.36,Y,5,1
31,60000,RENT,2.0,PERSONAL,A,4750,5.99,0.08,N,8,0
37,59000,MORTGAGE,7.0,MEDICAL,A,11000,,0.19,N,17,0
23,92000,MORTGAGE,5.0,EDUCATION,B,2400,12.69,0.03,N,2,0
37,65000,RENT,7.0,DEBTCONSOLIDATION,A,9000,6.91,0.14,N,15,0
31,40000,OWN,2.0,EDUCATION,B,2200,,0.06,N,7,0
22,46080,RENT,1.0,VENTURE,B,2200,11.99,0.05,N,2,0
39,38400,RENT,5.0,VENTURE,B,10850,10.99,0.28,N,14,0
27,100000,RENT,7.0,MEDICAL,B,14000,10.62,0.14,N,8,0
22,50000,MORTGAGE,5.0,VENTURE,B,10000,10.36,0.2,N,3,0
22,75000,RENT,6.0,VENTURE,A,10000,5.79,0.13,N,3,0
23,75689,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,11.12,0.33,N,4,0
24,70000,MORTGAGE,2.0,PERSONAL,E,12000,17.56,0.17,Y,3,0
21,57000,MORTGAGE,5.0,VENTURE,C,14400,,0.25,Y,2,0
30,39996,RENT,2.0,DEBTCONSOLIDATION,C,4000,12.99,0.1,Y,9,0
24,106839,MORTGAGE,8.0,DEBTCONSOLIDATION,A,14000,7.88,0.13,N,4,0
22,128165,RENT,6.0,DEBTCONSOLIDATION,A,14000,8.94,0.11,N,3,0
26,81000,MORTGAGE,6.0,MEDICAL,B,5000,10.75,0.06,N,3,0
29,15600,RENT,4.0,PERSONAL,C,5275,14.72,0.34,Y,8,1
28,140000,RENT,0.0,HOMEIMPROVEMENT,A,7400,6.03,0.05,N,6,0
25,30000,RENT,6.0,MEDICAL,B,4000,9.76,0.13,N,3,0
23,45000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,11.71,0.22,N,3,0
21,36000,RENT,3.0,EDUCATION,B,10000,10.62,0.28,N,3,0
26,120000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,23000,6.62,0.19,N,3,0
24,33000,RENT,2.0,VENTURE,F,7750,,0.23,N,2,1
37,70000,RENT,6.0,HOMEIMPROVEMENT,A,8400,7.49,0.12,N,15,0
33,65000,RENT,17.0,VENTURE,C,12000,,0.18,N,8,0
23,92000,RENT,7.0,VENTURE,B,10000,11.71,0.11,N,4,0
39,46500,RENT,13.0,PERSONAL,A,6000,6.99,0.13,N,11,0
29,103000,MORTGAGE,13.0,MEDICAL,A,4500,7.29,0.04,N,6,0
24,30000,RENT,0.0,MEDICAL,C,6000,13.49,0.2,N,2,0
31,24000,RENT,2.0,PERSONAL,C,4000,13.48,0.17,Y,6,0
33,115000,OWN,2.0,VENTURE,B,14400,11.14,0.13,N,5,0
21,71000,MORTGAGE,5.0,VENTURE,B,6000,,0.08,N,4,0
24,65000,RENT,3.0,EDUCATION,B,8000,12.69,0.12,N,3,0
29,72000,RENT,8.0,HOMEIMPROVEMENT,B,20400,11.49,0.28,N,7,0
42,113000,MORTGAGE,11.0,EDUCATION,D,24000,15.31,0.21,Y,15,1
24,35000,RENT,4.0,EDUCATION,A,1850,7.12,0.05,N,2,0
23,96000,MORTGAGE,7.0,EDUCATION,A,4000,5.42,0.04,N,2,0
23,42000,RENT,5.0,VENTURE,B,6000,9.99,0.14,N,4,0
32,53408,MORTGAGE,8.0,VENTURE,B,1400,10.99,0.03,N,6,0
23,44000,RENT,5.0,EDUCATION,C,8000,13.49,0.18,Y,2,1
24,72000,RENT,3.0,PERSONAL,E,10000,,0.14,Y,4,0
29,75000,OWN,3.0,HOMEIMPROVEMENT,A,12000,7.51,0.16,N,5,0
35,43000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,13200,16.77,0.31,Y,9,1
25,63000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,20000,8.49,0.32,N,2,0
23,70000,MORTGAGE,7.0,PERSONAL,A,6000,7.51,0.09,N,2,0
36,55000,RENT,8.0,VENTURE,A,7500,8.9,0.14,N,13,0
24,65000,RENT,3.0,EDUCATION,A,3500,7.74,0.05,N,3,0
25,25000,OWN,7.0,MEDICAL,B,1525,10.95,0.06,N,2,0
29,40000,RENT,2.0,DEBTCONSOLIDATION,B,6000,11.14,0.15,N,6,0
35,42000,RENT,7.0,MEDICAL,B,1000,11.12,0.02,N,5,0
23,62000,RENT,8.0,DEBTCONSOLIDATION,A,12000,5.79,0.19,N,2,0
34,30000,RENT,5.0,HOMEIMPROVEMENT,A,3600,6.92,0.12,N,6,1
21,30297,MORTGAGE,5.0,HOMEIMPROVEMENT,C,7550,13.22,0.25,Y,4,1
21,16000,RENT,2.0,VENTURE,D,1000,15.65,0.06,Y,3,1
31,78504,RENT,2.0,EDUCATION,C,10000,11.41,0.13,Y,8,0
24,81000,RENT,2.0,DEBTCONSOLIDATION,C,14000,14.17,0.17,N,4,0
23,15000,RENT,3.0,DEBTCONSOLIDATION,B,5175,12.18,0.34,N,2,1
33,54000,MORTGAGE,3.0,EDUCATION,F,16000,18.67,0.3,Y,10,1
27,116000,MORTGAGE,4.0,PERSONAL,D,25000,13.36,0.22,N,6,1
23,98000,MORTGAGE,3.0,VENTURE,A,10000,8.94,0.1,N,3,0
34,78000,RENT,9.0,DEBTCONSOLIDATION,E,15000,16.4,0.19,N,5,1
23,21996,OWN,4.0,PERSONAL,C,6000,13.23,0.27,N,4,0
32,123000,MORTGAGE,16.0,VENTURE,E,15200,15.95,0.12,Y,9,0
27,96000,OWN,9.0,PERSONAL,D,5600,15.21,0.06,N,8,0
37,55000,RENT,3.0,HOMEIMPROVEMENT,E,7000,16.32,0.13,Y,13,0
22,27804,RENT,2.0,MEDICAL,C,3750,13.85,0.13,Y,4,0
41,34560,RENT,8.0,DEBTCONSOLIDATION,D,7550,16.89,0.22,N,14,1
25,13296,RENT,,HOMEIMPROVEMENT,B,4950,9.63,0.37,N,3,1
26,97000,MORTGAGE,4.0,MEDICAL,C,6000,13.61,0.06,N,3,0
28,43200,OWN,5.0,PERSONAL,B,12250,9.99,0.28,N,6,0
22,54000,RENT,6.0,EDUCATION,B,9975,11.48,0.18,N,4,1
28,150000,MORTGAGE,6.0,VENTURE,A,10000,8.07,0.07,N,8,0
24,133000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,11.99,0.02,N,4,0
21,60000,MORTGAGE,4.0,EDUCATION,B,12000,11.36,0.2,N,3,0
37,59000,MORTGAGE,11.0,DEBTCONSOLIDATION,E,15000,17.99,0.25,N,12,1
21,54000,OWN,5.0,VENTURE,B,20000,10.74,0.37,N,2,0
24,54000,RENT,1.0,PERSONAL,E,20000,17.04,0.37,Y,3,1
27,73000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,10500,11.83,0.14,N,6,1
22,30000,RENT,,EDUCATION,A,4350,6.03,0.14,N,4,0
23,58700,RENT,8.0,PERSONAL,B,1200,11.71,0.02,N,4,0
23,45000,MORTGAGE,7.0,VENTURE,A,5000,6.76,0.11,N,3,0
25,91229,RENT,2.0,EDUCATION,C,20000,14.35,0.22,N,3,0
23,24000,RENT,0.0,PERSONAL,C,5500,13.99,0.23,N,4,0
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,0.31,N,3,1
28,70000,OWN,7.0,VENTURE,B,8000,11.49,0.11,N,9,0
23,52000,RENT,1.0,PERSONAL,A,5000,7.49,0.1,N,3,0
42,101000,MORTGAGE,6.0,DEBTCONSOLIDATION,F,25000,16.15,0.25,Y,17,1
44,94128,MORTGAGE,14.0,DEBTCONSOLIDATION,A,4400,7.29,0.05,N,13,0
22,8280,RENT,,MEDICAL,B,2400,9.91,0.29,N,2,1
26,45450,RENT,2.0,MEDICAL,B,7500,11.14,0.17,N,3,0
22,51996,MORTGAGE,6.0,PERSONAL,A,6000,7.88,0.12,N,4,0
21,30000,RENT,0.0,EDUCATION,A,4200,6.92,0.14,N,4,0
32,62500,MORTGAGE,3.0,PERSONAL,C,3800,13.11,0.06,N,10,1
24,75744,MORTGAGE,2.0,PERSONAL,B,15000,10.38,0.2,N,2,0
25,51996,MORTGAGE,6.0,VENTURE,C,7000,,0.13,N,3,0
24,40000,RENT,2.0,DEBTCONSOLIDATION,B,3600,11.12,0.09,N,3,0
23,65000,MORTGAGE,7.0,EDUCATION,B,6000,11.48,0.09,N,4,0
26,108000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,7200,9.62,0.07,N,2,0
23,49000,MORTGAGE,5.0,EDUCATION,A,3500,5.42,0.07,N,2,0
23,21600,RENT,2.0,MEDICAL,D,6000,14.42,0.28,N,4,1
24,30000,RENT,5.0,EDUCATION,A,4800,6.99,0.16,N,4,0
51,58000,RENT,2.0,MEDICAL,E,1500,19.03,0.03,Y,22,1
31,40000,RENT,4.0,EDUCATION,A,7200,9.63,0.18,N,8,0
22,50000,MORTGAGE,0.0,PERSONAL,B,2500,12.18,0.05,N,4,0
22,30000,OWN,6.0,EDUCATION,A,2500,7.29,0.08,N,3,0
28,120000,MORTGAGE,11.0,EDUCATION,B,14400,10.74,0.12,N,10,0
22,97000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,14000,11.48,0.14,N,2,1
22,40800,RENT,5.0,MEDICAL,A,2000,6.62,0.05,N,2,0
23,31200,OWN,7.0,EDUCATION,B,6000,10.37,0.19,N,3,0
23,92000,MORTGAGE,7.0,EDUCATION,C,7000,13.47,0.08,Y,4,0
26,55000,MORTGAGE,4.0,PERSONAL,A,10000,7.51,0.18,N,2,1
34,55500,RENT,2.0,PERSONAL,A,10450,7.51,0.19,N,10,0
21,21600,RENT,,DEBTCONSOLIDATION,A,6700,6.92,0.31,N,4,1
22,45000,RENT,1.0,EDUCATION,A,3950,6.92,0.09,N,4,0
25,75000,MORTGAGE,3.0,PERSONAL,A,6000,6.92,0.08,N,2,0
24,55000,RENT,6.0,DEBTCONSOLIDATION,A,10000,8.94,0.18,N,3,0
21,70000,MORTGAGE,5.0,MEDICAL,A,7000,6.03,0.1,N,3,0
26,111000,RENT,1.0,HOMEIMPROVEMENT,B,7200,12.18,0.06,N,3,0
36,75000,RENT,5.0,HOMEIMPROVEMENT,B,10000,11.99,0.13,N,12,0
21,25000,MORTGAGE,2.0,PERSONAL,B,3600,9.91,0.14,N,4,0
29,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6500,7.88,0.09,N,9,0
53,88000,RENT,0.0,EDUCATION,A,5000,8.49,0.06,N,25,0
24,141000,MORTGAGE,2.0,EDUCATION,B,12000,12.53,0.09,N,4,0
23,67700,MORTGAGE,7.0,EDUCATION,D,15000,14.11,0.22,Y,3,1
22,15000,RENT,6.0,MEDICAL,A,6000,6.03,0.4,N,3,1
23,130000,MORTGAGE,,MEDICAL,A,6000,5.42,0.05,N,4,0
23,57000,RENT,7.0,DEBTCONSOLIDATION,B,10000,11.48,0.18,N,4,0
26,79560,MORTGAGE,10.0,DEBTCONSOLIDATION,B,8000,12.53,0.1,N,4,0
27,56000,OWN,7.0,VENTURE,C,1000,14.65,0.02,N,8,0
25,105000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000,,0.11,N,2,0
26,78000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,3000,11.49,0.04,N,2,0
27,30000,RENT,0.0,EDUCATION,C,1500,,0.05,N,6,0
27,75000,MORTGAGE,11.0,EDUCATION,E,21000,15.2,0.28,N,8,0
24,84000,RENT,1.0,MEDICAL,A,12000,6.91,0.14,N,2,0
35,41235,OWN,7.0,MEDICAL,A,3000,7.14,0.07,N,9,0
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,0.15,Y,3,1
24,34600,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,5.42,0.12,N,2,0
23,66000,RENT,2.0,EDUCATION,A,7000,7.66,0.11,N,3,0
23,80196,OWN,2.0,PERSONAL,B,30000,9.91,0.37,N,3,0
24,115000,MORTGAGE,8.0,EDUCATION,B,15000,11.48,0.13,N,3,0
23,55000,MORTGAGE,2.0,EDUCATION,A,7000,8.59,0.13,N,2,0
28,32400,RENT,3.0,MEDICAL,D,4900,14.12,0.15,N,7,1
45,210000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,12000,9.63,0.06,N,12,0
24,98000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,10000,11.71,0.1,N,3,0
38,70000,RENT,2.0,MEDICAL,B,5000,12.42,0.07,N,11,0
28,12000,RENT,0.0,MEDICAL,B,4000,,0.33,N,9,1
22,59000,MORTGAGE,4.0,EDUCATION,A,20000,6.91,0.34,N,4,0
22,95000,MORTGAGE,1.0,EDUCATION,C,7200,12.23,0.08,Y,4,0
22,64000,MORTGAGE,6.0,VENTURE,C,15000,13.23,0.23,Y,3,0
29,89849,MORTGAGE,13.0,EDUCATION,C,6000,13.98,0.07,Y,5,0
35,84000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15200,15.27,0.18,Y,7,1
35,78252,MORTGAGE,19.0,VENTURE,D,30000,17.58,0.38,N,8,0
38,31200,MORTGAGE,6.0,VENTURE,C,5850,13.49,0.19,Y,11,0
25,60000,RENT,9.0,MEDICAL,B,7000,10.36,0.12,N,3,0
30,40000,RENT,5.0,MEDICAL,A,3000,7.14,0.07,N,7,0
26,62361,MORTGAGE,6.0,PERSONAL,B,21650,12.69,0.35,N,4,0
24,95000,MORTGAGE,0.0,MEDICAL,B,12000,10.36,0.13,N,4,0
26,100000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,24000,10.99,0.24,N,4,0
31,155000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,5.42,0.05,N,5,0
22,55000,OWN,6.0,EDUCATION,A,4000,9.32,0.07,N,4,0
25,49000,MORTGAGE,9.0,PERSONAL,A,7000,6.99,0.14,N,3,0
23,26000,RENT,3.0,MEDICAL,A,4500,8.49,0.17,N,2,1
42,360000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,25000,9.99,0.07,N,17,0
22,44004,RENT,2.0,DEBTCONSOLIDATION,A,5000,8.9,0.11,N,3,0
22,29184,OWN,,MEDICAL,A,1800,5.42,0.06,N,4,0
46,105000,RENT,4.0,EDUCATION,A,6000,7.14,0.06,N,16,0
29,120000,MORTGAGE,1.0,VENTURE,B,5000,9.91,0.04,N,7,0
24,45000,MORTGAGE,8.0,MEDICAL,A,5000,5.79,0.11,N,3,0
23,80000,RENT,6.0,PERSONAL,A,5000,5.42,0.06,N,2,0
24,58000,RENT,6.0,EDUCATION,C,12000,13.11,0.21,N,2,0
21,33800,RENT,5.0,MEDICAL,B,15000,11.71,0.44,N,2,1
23,14000,RENT,2.0,EDUCATION,D,2300,15.33,0.16,N,2,1
41,47000,MORTGAGE,5.0,EDUCATION,B,7500,11.12,0.16,N,13,0
23,58200,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13000,,0.22,N,2,0
35,100000,MORTGAGE,19.0,MEDICAL,B,9000,10.99,0.09,N,8,0
25,100000,OWN,4.0,MEDICAL,C,15000,11.28,0.15,N,4,0
20,98000,MORTGAGE,4.0,EDUCATION,D,24250,,0.25,N,4,0
35,39000,RENT,8.0,DEBTCONSOLIDATION,A,4500,6.62,0.12,N,6,0
22,43200,MORTGAGE,6.0,VENTURE,A,6000,7.51,0.14,N,3,0
55,54000,RENT,20.0,VENTURE,A,5800,6.76,0.11,N,24,0
40,15864,RENT,,DEBTCONSOLIDATION,B,2375,11.11,0.15,N,12,0
23,159996,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,5.42,0.08,N,4,0
27,50000,RENT,3.0,VENTURE,D,15000,16.77,0.3,N,5,0
21,24000,RENT,5.0,EDUCATION,B,2000,11.14,0.08,N,4,0
23,62000,MORTGAGE,2.0,VENTURE,A,5000,5.42,0.08,N,3,0
36,26880,OWN,0.0,MEDICAL,A,4500,7.66,0.17,N,11,0
25,74000,MORTGAGE,9.0,EDUCATION,A,18000,7.9,0.24,N,2,1
24,91000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,0.11,N,4,0
23,60000,RENT,2.0,MEDICAL,A,9000,6.17,0.15,N,2,0
40,50000,MORTGAGE,1.0,EDUCATION,B,12000,,0.24,N,15,0
30,52800,RENT,4.0,PERSONAL,B,2400,9.62,0.05,N,7,0
21,36000,MORTGAGE,5.0,MEDICAL,B,1000,12.42,0.03,N,2,0
28,29120,RENT,0.0,VENTURE,D,1500,15.7,0.05,Y,6,1
23,150600,MORTGAGE,3.0,EDUCATION,A,2400,7.49,0.02,N,2,0
24,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000,11.36,0.17,N,4,0
23,57600,RENT,3.0,VENTURE,D,10000,15.58,0.17,Y,4,0
30,70000,MORTGAGE,14.0,MEDICAL,A,6000,,0.09,N,7,0
31,36000,RENT,4.0,EDUCATION,B,12000,10.36,0.33,N,8,1
28,56461,RENT,5.0,EDUCATION,E,5400,15.68,0.1,Y,6,0
41,118075,MORTGAGE,5.0,MEDICAL,B,28000,11.71,0.24,N,13,0
23,72000,RENT,3.0,MEDICAL,B,19000,10.99,0.26,N,4,0
22,71000,MORTGAGE,6.0,VENTURE,C,1500,15.23,0.02,Y,2,0
22,50000,RENT,1.0,MEDICAL,A,7500,8.94,0.15,N,3,0
24,26400,RENT,5.0,MEDICAL,A,10000,6.54,0.38,N,4,1
36,23004,OWN,0.0,VENTURE,B,12000,11.48,0.52,N,11,0
24,70000,MORTGAGE,2.0,PERSONAL,C,6000,15.23,0.09,Y,2,0
28,85000,RENT,8.0,EDUCATION,B,8000,11.71,0.09,N,6,0
22,30000,RENT,7.0,EDUCATION,C,6000,14.27,0.2,N,3,1
25,40000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.36,0.13,N,4,0
28,68553,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,13.85,0.22,Y,10,0
24,73000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,9325,12.53,0.13,N,2,1
29,54996,RENT,6.0,PERSONAL,E,4200,15.95,0.08,Y,10,0
26,35960,RENT,10.0,MEDICAL,B,8400,11.49,0.23,N,3,0
26,30000,RENT,2.0,EDUCATION,B,2700,10.75,0.09,N,2,0
22,40000,RENT,0.0,EDUCATION,A,2800,7.49,0.07,N,2,0
25,30000,RENT,4.0,MEDICAL,A,10000,7.51,0.33,N,3,1
23,50252,RENT,6.0,EDUCATION,C,2000,13.92,0.04,Y,3,0
22,41300,RENT,1.0,VENTURE,A,5800,7.43,0.14,N,3,0
24,73000,MORTGAGE,4.0,EDUCATION,A,6500,5.42,0.09,N,2,0
36,36000,OWN,4.0,MEDICAL,D,10000,16.29,0.28,Y,17,0
23,120000,MORTGAGE,8.0,EDUCATION,B,4000,10.65,0.03,N,2,0
23,30000,RENT,3.0,MEDICAL,D,3000,15.2,0.1,Y,2,1
33,15600,OWN,1.0,VENTURE,A,5900,,0.38,N,7,1
22,62589,OWN,,VENTURE,C,7000,13.35,0.11,Y,2,0
24,67500,MORTGAGE,3.0,PERSONAL,A,3000,7.88,0.04,N,4,0
25,67000,RENT,3.0,EDUCATION,A,7000,8.94,0.1,N,4,0
23,84000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,6.92,0.08,N,2,0
23,46551,MORTGAGE,7.0,VENTURE,B,15000,10.62,0.32,N,4,0
42,136173,MORTGAGE,2.0,EDUCATION,A,8000,6.62,0.06,N,15,0
22,98000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000,,0.26,N,4,1
24,25000,RENT,2.0,DEBTCONSOLIDATION,A,5000,8.94,0.2,N,2,1
40,233000,MORTGAGE,6.0,MEDICAL,B,15000,11.83,0.06,N,15,0
27,118500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,15000,6.91,0.13,N,9,0
30,30000,RENT,4.0,DEBTCONSOLIDATION,D,12000,15.21,0.4,Y,6,1
25,25000,RENT,,DEBTCONSOLIDATION,A,10000,7.66,0.4,N,4,1
34,47300,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.88,0.25,N,10,0
26,42000,RENT,1.0,MEDICAL,A,10000,6.54,0.24,N,4,0
23,57738,MORTGAGE,7.0,EDUCATION,A,7000,7.14,0.12,N,4,0
23,27000,RENT,6.0,EDUCATION,C,6000,11.66,0.22,N,3,0
27,87988,MORTGAGE,5.0,DEBTCONSOLIDATION,C,20000,12.84,0.23,Y,10,0
25,78000,RENT,1.0,PERSONAL,A,6000,9.63,0.08,N,4,0
27,31897,RENT,8.0,MEDICAL,C,14125,12.68,0.44,N,10,1
29,75000,RENT,0.0,PERSONAL,C,17200,14.27,0.23,Y,8,0
28,87950,MORTGAGE,12.0,PERSONAL,B,24000,10.75,0.27,N,7,0
24,50700,MORTGAGE,8.0,EDUCATION,A,4500,8.9,0.09,N,4,0
25,82000,RENT,2.0,MEDICAL,A,9200,6.03,0.11,N,3,0
25,58000,RENT,9.0,PERSONAL,A,16000,,0.28,N,2,0
23,60000,RENT,2.0,VENTURE,A,5000,6.91,0.08,N,4,0
25,87000,RENT,3.0,MEDICAL,B,8000,10.37,0.09,N,2,0
40,110000,RENT,6.0,HOMEIMPROVEMENT,B,13000,9.91,0.12,N,17,0
24,59600,RENT,8.0,HOMEIMPROVEMENT,A,10000,5.99,0.17,N,3,0
24,50500,RENT,7.0,HOMEIMPROVEMENT,A,9600,,0.19,N,2,0
29,77625,RENT,1.0,DEBTCONSOLIDATION,B,20000,11.11,0.26,N,9,0
26,66384,MORTGAGE,3.0,VENTURE,A,10000,7.88,0.15,N,4,0
28,75000,RENT,0.0,HOMEIMPROVEMENT,B,20000,11.11,0.27,N,7,0
21,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,5.99,0.17,N,2,0
23,130000,OWN,7.0,VENTURE,C,15000,13.22,0.12,Y,3,0
22,40000,RENT,0.0,VENTURE,A,6000,8.32,0.15,N,3,0
29,42000,OWN,13.0,MEDICAL,A,2500,6.76,0.06,N,5,0
24,69504,MORTGAGE,3.0,VENTURE,A,10000,7.66,0.14,N,4,0
23,25100,OWN,7.0,EDUCATION,D,10800,14.59,0.43,Y,3,0
28,107000,RENT,4.0,HOMEIMPROVEMENT,C,16000,13.49,0.15,N,6,0
23,42000,RENT,0.0,MEDICAL,B,10000,,0.24,N,4,0
26,45000,RENT,10.0,PERSONAL,D,11000,14.61,0.24,N,2,0
22,40000,RENT,1.0,DEBTCONSOLIDATION,B,7000,11.11,0.17,N,3,0
47,38400,RENT,3.0,MEDICAL,F,22000,18.78,0.57,Y,17,1
28,170000,MORTGAGE,8.0,PERSONAL,F,20000,18.99,0.12,Y,7,0
28,49861,RENT,2.0,MEDICAL,C,25000,13.11,0.5,Y,7,1
29,44000,MORTGAGE,3.0,EDUCATION,B,5500,10.99,0.13,N,7,0
31,70000,MORTGAGE,11.0,EDUCATION,A,2000,7.4,0.03,N,7,0
28,38400,RENT,0.0,PERSONAL,B,3000,9.25,0.08,N,10,0
21,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,5.79,0.15,N,3,0
34,30412,RENT,4.0,MEDICAL,B,12000,10.38,0.39,N,5,1
41,35000,MORTGAGE,18.0,VENTURE,C,1500,13.06,0.04,N,13,0
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0.21,N,2,0
27,50000,OWN,,HOMEIMPROVEMENT,D,7800,15.99,0.16,N,10,0
42,70000,MORTGAGE,19.0,VENTURE,A,10500,6.99,0.15,N,12,0
33,60000,RENT,0.0,PERSONAL,C,15000,13.79,0.25,Y,7,0
26,116004,MORTGAGE,11.0,VENTURE,B,20000,12.21,0.17,N,2,0
27,26004,RENT,7.0,VENTURE,A,6000,7.14,0.23,N,5,0
26,51400,RENT,4.0,DEBTCONSOLIDATION,C,9000,13.61,0.18,N,2,0
32,45000,RENT,0.0,MEDICAL,A,8000,,0.18,N,5,0
23,54000,RENT,7.0,DEBTCONSOLIDATION,B,15550,11.71,0.29,N,4,0
25,30000,RENT,4.0,EDUCATION,B,5000,11.86,0.17,N,2,0
24,80000,MORTGAGE,8.0,EDUCATION,A,7500,8.63,0.09,N,4,0
39,25000,OWN,16.0,PERSONAL,A,8000,7.51,0.32,N,14,0
33,48000,RENT,4.0,MEDICAL,B,1000,9.99,0.02,N,10,0
23,92500,RENT,6.0,VENTURE,B,2500,10.74,0.03,N,3,0
23,48000,OWN,8.0,VENTURE,C,6000,12.87,0.13,Y,3,0
28,115000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,7.51,0.04,N,8,0
37,64680,RENT,10.0,DEBTCONSOLIDATION,B,3000,12.53,0.05,N,14,0
21,51000,RENT,0.0,HOMEIMPROVEMENT,D,1500,15.58,0.03,Y,4,1
23,32535,RENT,6.0,DEBTCONSOLIDATION,B,4000,,0.12,N,2,0
33,33000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6000,6.03,0.18,N,5,0
24,54000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,8500,10.99,0.16,N,3,0
25,65000,RENT,2.0,DEBTCONSOLIDATION,B,4200,,0.06,N,2,0
33,98000,MORTGAGE,3.0,VENTURE,B,25000,11.83,0.26,N,10,0
27,51000,OWN,3.0,HOMEIMPROVEMENT,A,3500,7.88,0.07,N,5,0
27,30000,RENT,0.0,PERSONAL,D,10000,15.31,0.33,N,7,1
